,macx,macy,macz,mfacx,mfacy,mfacz,mfaxz,mfayz,cou,fcou,peakx,peaky,peakz,stdx,stdy,stdz,stdav,dix,diy,diz,maxi,may,maz,mix,miy,miz,specx,specy,specz,spec
0,9.081344616161617,-4.4264324242424244,-1.8399185843434351,1533.615651705018,1279.7197641528694,1043.890181931579,1.4691350472012943,1.2259141682747885,8.229320351221583,1393.362845321234,54.833333333333336,67.25,59.0,6.573418765553609,7.013982429806096,7.823460803723718,7.136953999694474,9.94228587348606,8.081506952871539,7.538310348833154,19.6109,12.5809,19.587,-2.77129,-19.6109,-19.6109,1354.816349817995,908.5336999656519,1095.2768061293366,1119.5422853043276
1,7.5609072929292935,-4.648776696969697,-5.087681601515152,1420.7580322317506,1522.332605919132,883.8010584997218,1.6075541192986678,1.7224833476702734,8.247971904800908,1411.8021415656435,40.833333333333336,34.4,44.875,6.533737684460057,6.7521704127748245,7.381296722853066,6.889068273362649,9.113706612305307,8.096708667450997,8.92492476509978,19.6109,12.5809,19.587,-7.292739999999999,-17.7626,-19.6109,1404.7045571685019,1532.1069783644348,654.8650138579156,1197.2255164636174
2,5.266335444444445,-8.726167494949497,-5.399757173737374,893.3207820421899,2030.3759360848426,723.2556313139908,1.2351383706743209,2.807272903490723,9.198348757381742,1409.2405364763101,58.0,59.75,49.857142857142854,7.157154767319074,7.575588154461117,7.290202388638804,7.340981770139666,8.169270277623122,8.820294125669552,9.106004087969412,19.6109,10.8086,15.9005,-8.10796,-19.6109,-19.6109,1036.4331501352085,1702.8593994738305,626.3835513503557,1121.8920336531316
3,2.955882324242425,-8.348446181818181,-1.8532266010101013,1032.3522700421045,1456.679692633515,1049.3999502648721,0.9837548303499873,1.3881072628847029,9.05208016272483,1312.8946186609005,39.833333333333336,57.6,42.8,6.429147173411362,9.583556079018075,9.00436281984888,8.339022024092772,7.603556702782503,8.723035458335048,7.54142527765179,19.4289,15.9951,19.5181,-16.8917,-19.6109,-19.6109,1178.0677029079957,1285.620220534183,556.6522626626704,1006.7800620349495
4,2.7465351626262624,-7.3186239181818165,-1.6956867878787878,1086.012539708859,695.1309782087237,1078.5303005546511,1.0069374399127777,0.6445168743532209,8.058938973031895,1026.2232279337159,65.0,44.6,54.25,6.781398021701323,9.177750463222585,8.248924508917682,8.069357664613863,7.571731640144374,8.485527426467437,7.505764035005669,19.6109,15.9951,19.5181,-16.8917,-19.6109,-19.6109,1091.2643763884837,737.4374439522121,579.264893663817,802.6555713348376
5,2.2187713636363635,-5.951892773737375,-0.5727503333333335,885.444831722413,553.0741298037879,835.50525376961,1.0597717102645219,0.6619636768391856,8.164433776398493,826.3347332209695,52.714285714285715,53.0,45.0,8.72676786473386,8.580143798071024,9.470690834541765,8.925867499115549,7.50614800580094,8.246238925856717,7.346780124913005,19.6109,11.4958,19.587,-19.2775,-19.6109,-19.6109,775.8574691962983,591.1882647942024,1201.4337960631988,856.1598433512331
6,0.17924253535353524,-5.420151734343435,2.805013439393939,717.1961434412926,528.8398888369811,1019.6691805174008,0.7033615972166314,0.518638690804244,10.07661060475989,824.8541077360671,55.142857142857146,51.333333333333336,43.0,10.843410444558877,10.104587248014742,11.545362696439977,10.831120129671199,7.4275960825888285,8.17489093466907,7.6031707703181235,19.6109,15.6778,19.587,-19.587,-19.6109,-19.6109,-574.1869491142925,538.8733495787556,947.1770537068803,303.95448472378115
7,-1.0545770606060607,-6.320539686868688,2.8404737929292923,561.1662284600523,449.07624608297044,1114.6522373570635,0.503445119161673,0.4028846226943113,11.115478521172408,794.1898568844132,48.166666666666664,50.8,57.5,11.491726347284967,10.726245738671507,12.218234468904823,11.4787355182871,7.5271886576100275,8.303676767586767,7.6109390270788575,19.6109,15.6778,19.587,-19.587,-19.6109,-19.6109,207.0007126918415,473.4383150632167,1079.3556976875702,586.5982418142095
8,-0.28315930303030296,-5.612914729292929,1.9814862727272726,508.41181307894703,431.99091461966105,1010.5990708143821,0.5030796363876012,0.42746023333619837,11.054913319077057,726.4656660910872,43.666666666666664,51.5,57.833333333333336,11.360610111067531,10.9048518456627,12.103199767363126,11.456220574697786,7.451442724173884,8.199427429499499,7.454300305234491,19.6109,15.450999999999999,19.587,-19.587,-19.6109,-19.6109,-338.08112249304554,422.1472795181842,500.45259952742873,194.83958551752244
9,0.8313845656565657,-5.415219353939395,0.8263068181818181,540.4860732229173,390.1136892562998,884.1937285903923,0.6112756240474314,0.44120838753089836,10.306218468183538,670.0280063448346,46.57142857142857,49.2,40.0,11.127179277105599,10.570234765376556,11.558400124847942,11.085271389110034,7.421402238089024,8.17428377344491,7.336216303375973,19.6109,14.2748,19.587,-19.587,-19.6109,-19.6109,130.48002338278528,389.7671271883677,-333.90276047230395,62.11479669961633
10,1.0884637676767674,-6.073889693333333,1.3816511212121212,526.7867437092999,335.328105125581,792.0972634931315,0.665053103941026,0.42334208257050576,9.81981990716031,617.7404487877011,45.0,46.666666666666664,55.2,11.011645505090822,9.484304317074251,11.166216610141046,10.554055477435373,7.426821881978989,8.26423473712556,7.380487707781051,19.6109,11.0151,19.587,-19.587,-19.6109,-19.6109,75.40925662351724,368.07268717531355,385.3409535956016,276.27429913147745
11,0.27019849494949505,-5.985272916161617,2.8785726262626263,504.8406174001971,295.25431485260776,695.7708475244896,0.7255846076282003,0.4243556853569026,9.697365331827573,560.2539842341374,54.8,37.75,46.0,10.900628291522525,9.283099610791714,10.528383174078032,10.237370358797422,7.42484895823964,8.251031817775912,7.61936601124193,19.6109,10.9032,19.587,-19.587,-19.6109,-19.6109,-836.0150579958431,283.61322262065954,634.0729738803351,27.22371283505053
12,-1.202435507070707,-6.633661887878788,2.2155284747474746,496.24786070039477,277.9677265844717,620.1883749047078,0.8001566633309493,0.4481988663963293,9.145543711355835,515.0043911400162,49.333333333333336,52.666666666666664,47.2,10.28510184245775,9.694549425361938,8.9731673961773,9.650939554665664,7.547745560096396,8.357185550538507,7.490711812029275,19.6109,10.6596,19.587,-19.587,-19.6109,-19.6109,528.5890687909974,287.88973076097045,698.7245781682157,505.06779257339457
13,1.206028098989899,-7.82486208888889,0.8513289414141412,435.4286607422834,265.59315898445004,583.449870976709,0.7463000377622253,0.455211616620706,8.76075005627835,468.987861826936,53.0,41.0,63.0,9.262736433974666,9.759860188535662,8.391080082592131,9.137892235034153,7.430887761508517,8.595805355810016,7.337721315114056,19.6109,10.6596,19.587,-19.587,-19.6109,-19.6109,367.53982719149445,302.7840508922687,732.863976543413,467.72928487572534
14,3.513913515151516,-9.30804503838384,0.37104368888888895,421.35373226020266,269.8851257767009,556.2080380343151,0.7575470030050291,0.4852233468802376,8.235127170723672,448.94070668933983,37.75,38.5,53.75,7.479337257346895,8.311141215923344,8.005451331803052,7.9319766016910975,7.703520524379508,8.979821760720363,7.319557793389639,19.6109,4.54599,19.587,-19.587,-19.6109,-19.6109,364.11952223155015,290.7746988102051,28.470305295124906,227.78817544562673
15,2.701590309090909,-9.78143104090909,0.19126367171717154,411.5946498506909,241.76324671652787,504.52910462268625,0.8157996160766648,0.4791859270385032,8.049544325190517,419.09439661592614,57.5,52.333333333333336,47.111111111111114,6.832495672053605,7.8747559225699675,7.140603729947466,7.28261844152368,7.565318567301989,9.116871011658628,7.318140959899891,19.6109,2.8580799999999997,19.2979,-19.587,-19.6109,-19.6109,351.556362559645,239.2358693285768,-435.3614806932511,51.81025039832355
16,2.895839995959596,-8.64963812121212,-0.8881107757575757,399.72968015551095,205.60186786050852,436.6632693259219,0.9154186033841926,0.47084763547411856,7.706215806553218,380.43221482438724,57.285714285714285,58.0,45.57142857142857,6.91811833813099,8.979005845949077,6.259462932655459,7.385529038911842,7.594103138431289,8.800178131829458,7.375948803389813,19.6109,4.27784,14.4514,-16.5679,-19.6109,-19.6109,402.0801588026001,200.36418825115084,441.57239736311254,348.0055814722878
17,0.8351146969696969,-5.881118434343436,-0.49396715353535375,391.82474754937175,202.36401674517077,415.7619812557392,0.9424256310447889,0.48673045124030884,6.90021716868466,366.99933192699876,45.0,47.25,41.25,7.523637371205646,8.946619903682372,6.526674493503431,7.665643922797149,7.421456360764234,8.236183509850637,7.34110437004813,19.6109,7.7638,16.5451,-19.587,-19.6109,-19.6109,392.9078926641173,188.37796766150393,274.5385136595811,285.2747913284008
