,macx,macy,macz,mfacx,mfacy,mfacz,mfaxz,mfayz,cou,fcou,peakx,peaky,peakz,stdx,stdy,stdz,stdav,dix,diy,diz,maxi,may,maz,mix,miy,miz,specx,specy,specz,spec
0,5.453144242424243,-5.799562303030303,-0.28872532828282826,580.6230941830058,1356.0128674743162,593.9179656183608,0.9776149700716447,2.283165261826179,5.591882895429587,1021.5174529014685,49.333333333333336,46.4,51.0,4.493270001121995,4.056178144796632,2.76762818879667,3.772358778238432,5.818474770072996,4.995621417850358,2.86989597693142,16.0459,-0.830788,11.0492,-4.8219199999999995,-19.6109,-6.8534,696.6539385489608,1469.8868559763805,45.2075350268315,737.2494431840577
1,1.4993445777777776,-9.235136646464648,-0.8082248686868687,438.40842088421726,461.1797555854088,478.91098136919055,0.9154277891703844,0.9629759465254091,6.092687451910173,479.9449801212587,46.6,50.25,47.0,3.9520198221207807,3.977452310708897,3.164356827919088,3.6979429869162552,3.147153627968809,3.6552051602075677,2.9409585415362782,12.4923,-0.830788,11.0492,-7.717110000000001,-19.6109,-12.2673,489.8893585502361,469.05406698555083,960.3240539498007,639.7558264951958
2,-0.012430434343434361,-10.236480404040405,-0.5919301383838385,460.82407613264365,591.171552886816,649.1014718504957,0.7099415054766398,0.9107536780057981,6.345248531281507,589.8685355906282,52.375,57.666666666666664,52.4,3.4814624243552474,3.427611864046653,2.767155349651183,3.225409879351028,2.901516108573422,3.6892619154333577,2.9015665021090538,11.7825,-2.5169,6.83904,-7.717110000000001,-19.6109,-12.2673,12524.184150357338,617.7766830263711,775.6170619003883,4639.192631761366
3,-0.6937023070707071,-10.12058707070707,-0.7890642898989899,420.90890751929436,733.4510494102216,629.3448247271962,0.6688049078686663,1.1654200060009274,6.3477350061141795,626.9560563419342,47.857142857142854,45.375,34.333333333333336,3.5060189033962743,3.9796426238302565,3.21845156768362,3.568037698303384,2.995931905605221,3.6695961703856264,2.9369269876235418,11.956,-2.5169,5.40491,-8.23546,-19.6109,-17.2538,663.16952687843,741.5926992739893,252.30928220429598,552.3571694522384
4,-0.6764714111111113,-10.34236191919192,-0.8190645282828284,601.497672291069,767.2936076396912,596.2755315949345,1.0087579322300315,1.2868104877409825,6.53417706400878,692.7813932823877,37.0,49.75,50.333333333333336,3.5451780049053494,4.071312738135502,3.565238585964417,3.727243109668423,2.9923267052373936,3.710565486506406,2.9432973169315737,11.956,-1.0313,9.98502,-8.27316,-19.1063,-17.2538,308.7851215925158,756.3021418292817,523.8976581525742,529.6616405247906
5,-0.019220306060606058,-10.344174747474748,-0.3235802323232323,828.1691469867264,612.6427820427851,611.5739723268339,1.3541602233918173,1.0017476376764118,6.468912214414246,722.4106013449415,50.2,58.0,39.22222222222222,3.2377196810601756,3.362245980842809,3.257680087625121,3.285881916509369,2.9019090502006795,3.7109532890628643,2.8721273066226876,7.79373,-1.0313,9.98502,-8.47906,-19.1063,-6.90189,-3804.7586121153613,621.3340412983027,757.2145550983477,-808.7366719062369
6,-0.1342274757575757,-9.525063282828281,-0.8922569242424242,764.5088167455616,651.3844044101648,717.3072469247753,1.0658038379273984,0.9080967844710429,6.207226360164436,737.7777563873678,49.75,47.75,54.42857142857143,3.887480196094283,4.327112817117227,3.945079209134608,4.053224074115373,2.9103899845057435,3.6320006091516217,2.9597829363470862,15.3492,-0.8319850000000001,8.128910000000001,-8.47906,-19.6109,-19.6109,570.4949015464243,626.801307373894,774.2201784150179,657.1721291117788
7,-0.22233565050505047,-9.583323686868686,-0.6871897616161617,613.0806680118491,672.2895903103928,694.3843315533594,0.8829125891138248,0.968180818260199,6.132087271048928,674.4879185143358,49.42857142857143,48.5,48.166666666666664,3.693345048672807,4.258948721127401,3.6431126083438596,3.865135459381356,2.9190924480601277,3.6307226129423906,2.917253343485287,15.3492,-0.8319850000000001,7.996630000000001,-7.99843,-19.6109,-19.6109,893.873178882436,651.8203524622744,752.0906422116159,765.9280578521087
8,0.11602703939393932,-10.050350707070708,-1.1350157333333333,427.8360142886124,500.40287377885704,476.11984119158114,0.8985889208436909,1.0510019337284977,6.435504015396407,486.52525443976026,48.4,51.8,47.0,3.648308158247333,3.7153750682351214,4.17127682252103,3.8449866830011614,2.8962574129599887,3.6595650198258713,3.0245948973211285,11.0079,-3.3973699999999996,8.924389999999999,-9.01716,-19.6109,-19.0124,1133.585841689275,508.1612274891937,423.2134933952982,688.320187524589
9,0.209806505050505,-10.201203323232322,-1.3740917494949496,405.12453388040933,496.3405758494138,478.049334959343,0.847453399166143,1.0382622452379866,6.684031628615458,479.6774350112213,54.6,44.666666666666664,49.0,3.8418972406883602,4.802539022955164,4.589966809669228,4.41146769110425,2.8951807605621744,3.6828379095915684,3.101579232851567,11.069,-0.341174,8.924389999999999,-9.01716,-19.6109,-19.0124,515.968711657042,502.26492644920796,379.3782621749194,465.8706334270565
