,macx,macy,macz,mfacx,mfacy,mfacz,mfaxz,mfayz,cou,fcou,peakx,peaky,peakz,stdx,stdy,stdz,stdav,dix,diy,diz,maxi,may,maz,mix,miy,miz,specx,specy,specz,spec
14,3.818219050505051,-9.03973898989899,0.26737082727272726,297.81074090711934,386.89300666025974,258.8715186194351,1.150419105567687,1.4945367830480725,5.784998173230457,340.43115896464553,56.857142857142854,42.75,38.5,2.467796360079994,1.4020636399535464,1.0744254552203971,1.6480951517513125,2.1517877417286924,1.382881957162348,1.1829976783410316,11.1306,-7.099410000000001,1.67295,-0.265158,-15.6557,-5.7161599999999995,295.48862358334407,388.49474823873567,319.1841848217077,334.3891855479292
15,3.6470458929292926,-9.301371515151514,0.18527856060606063,276.9876009217732,421.84023090302065,246.33649613535613,1.1244277858428864,1.7124552696049933,5.9248331668058505,344.8830628601043,38.142857142857146,48.6,47.0,2.5263324670699836,1.8242719814799697,1.3593651246073617,1.9033231910524382,2.109946126376185,1.4038308403385351,1.1968085889149582,11.6125,-6.6068,2.84012,-0.8080430000000001,-15.9592,-5.7161599999999995,283.65389088379067,429.9708695052594,302.683770696007,338.76951036168566
16,3.2711862363636364,-9.240869292929293,0.25816867626262624,248.68636930604183,374.605935117621,262.9527750074764,0.9457453692929122,1.4246129751130028,5.8121348454121415,317.63312100490975,52.4,40.0,39.833333333333336,2.6010284771554155,1.7991865041500452,1.0461048372072173,1.815439939504226,2.059948253783922,1.3935487820518317,1.1842659799834812,11.6125,-6.6068,2.84012,-0.8080430000000001,-15.9592,-3.5565900000000004,262.6819315520421,382.7497472259904,218.50075806790383,287.97747894864546
17,3.571624015151515,-9.101568181818182,0.10432342171717174,269.56928261421257,330.65935638227927,260.9825611493456,1.0329015142891225,1.266978739598856,5.809183264913217,303.8875855154163,48.8,52.0,51.75,2.6954327014829915,1.2926040013491236,1.2320002527423761,1.7400123185248304,2.0952756359680036,1.3821139922364376,1.2160828158299268,12.5708,-6.28837,1.9901799999999998,-0.29029699999999997,-13.1968,-4.30058,288.61582761433567,332.0554265994151,264.99884053656217,295.223364916771
18,3.4118297010101015,-9.287245858585859,-0.04153560909090908,285.08050124337797,296.00275278486413,215.59768779452676,1.3222799565228691,1.3729402936221033,5.901844043532954,282.14592477629236,49.0,48.75,42.0,2.775804997151223,1.6505165179556565,1.4333542379957347,1.9532252510342047,2.071921329925488,1.4011320485941516,1.2635096958129892,12.5708,-6.28837,2.6246400000000003,-0.29029699999999997,-15.5462,-4.30058,303.91165359350043,297.90968423463465,284.6988213629977,295.5067197303776
19,2.742933006060606,-9.631421616161616,0.3295229626262627,251.8939486050115,283.6366834514304,170.76425246434474,1.4750976563880458,1.6609839551205436,5.890599095553558,253.43648931627428,46.833333333333336,56.333333333333336,68.2,2.1052331742280668,1.65688994031425,1.2903468259981554,1.684156646846824,2.080720218814756,1.5090635390858342,1.1763950863233905,7.362769999999999,-6.33925,2.6246400000000003,-0.929549,-15.5462,-3.84389,256.11185569858463,279.7128149363682,190.00273310908256,241.94246791467845
20,3.175351360606061,-9.794058989898991,0.5403280126262626,221.90886690597196,251.8292881613472,154.72874898530873,1.4341799333428455,1.6275533138657898,6.22628811544264,226.58971023176028,40.6,45.6,48.666666666666664,3.3004137118068955,2.1365384898936313,1.4776008835259709,2.3048510284088324,2.056306824971051,1.5835630768329927,1.1792630917963012,12.4391,-6.33925,3.29981,-0.929549,-16.6062,-4.98533,225.19499081534735,245.928524521173,156.14573402194708,209.0897497861558
21,3.6179878575757574,-9.488185656565658,0.1912825691919192,184.18290207014246,228.39150879397454,171.6538209211069,1.0729904005736872,1.3305355369802379,6.275578109636199,206.77018452885434,53.333333333333336,40.75,36.5,4.093931067807367,2.5591593269784774,1.718338887345084,2.7904764273769764,2.1040422538082013,1.4546221764349128,1.1956059012545377,14.0414,-6.7743899999999995,3.29981,-0.92895,-18.4078,-5.21218,173.31054158634026,224.28976565556022,100.07851216786881,165.89293980325644
22,3.5653162515151515,-9.284079595959597,0.10703765353535356,153.90632638930876,226.10807566859296,180.71538697051804,0.851650371168544,1.2511833079575028,5.983625538198313,200.22405951680838,43.666666666666664,58.0,55.25,3.1918959901085997,2.0345380103610444,1.5213420463719292,2.2492586822805243,2.0941481094470666,1.4005532146900244,1.215350022799852,14.0414,-6.7743899999999995,2.93589,-0.92895,-18.4078,-5.21218,142.1627917129386,223.76969828911362,205.5581295478755,190.49687318330925
23,3.7228211636363637,-9.390301717171718,0.1262997423232323,142.82001647541108,215.46853068805748,189.19423939234977,0.7548856505045688,1.1388746897373565,6.027188273876194,196.63616125069356,47.8,40.0,41.833333333333336,2.6702464038299456,1.943388440183919,1.478716961828293,2.030783935280719,2.1269092467572985,1.424658125091047,1.2103206267586124,11.0181,-5.87597,3.2435400000000003,-0.29149400000000003,-16.3237,-5.66049,141.61674379254453,213.40928071153147,368.96176347021003,241.32926265809533
24,3.6789696636363636,-9.23459303030303,0.08680171717171714,144.10549103633716,200.55743298122187,189.84928205815055,0.7590520726446459,1.0564034312217805,5.915923843102321,189.64233153309036,41.6,42.0,56.4,2.6773317829423564,1.7259575718590199,1.2614210082573387,1.8882367876862383,2.1168072399131965,1.3926679543098055,1.2209777914448285,11.0181,-5.87597,2.87065,-0.29149400000000003,-16.3237,-5.66049,147.44596933056826,198.80682992638506,322.6741898781897,222.97566304504767
25,3.631829361616161,-9.301522626262628,0.20938976484848482,141.17449020116712,189.29670800345562,175.06834397378395,0.8063964449352856,1.0812731971223897,5.95065741981619,179.35783151840778,46.6,55.0,46.0,2.6736228211464703,1.6191385545722126,1.447127116216129,1.9132961639782708,2.1068148313569948,1.4038606251315109,1.1921610297662077,11.2055,-6.13514,2.97001,0.0508768,-14.7974,-5.56951,147.92944161720735,190.90323019409925,261.9294542507028,200.2540420206698
26,3.296006624242424,-9.451001313131313,0.20037538797979795,146.97965350079224,178.65576353982493,168.88295196978575,0.8703048578111534,1.0578673658652509,5.995952712576792,175.2584418878079,46.5,24.0,55.0,2.882783746253489,1.9631633775770911,1.5949136959897745,2.1469536066067847,2.061500497583783,1.4424389258215096,1.1938442392603295,11.2055,-6.13514,2.97001,-1.3712799999999998,-16.9096,-5.56951,151.718124521212,179.5528739397502,181.13448743598454,170.8018286323156
